Durak Adı,İlçe
SARIGAZİ MERKEZ,Sancaktepe
İÇMELER KÖPRÜSÜ,Tuzla
SELİMİYE TARIM A.M.L,Üsküdar
ŞİFALI SULAR,Tuzla
ŞİFALI SULAR,Tuzla
ÜMR. ENGELLİLER MRKZ,Ümraniye
ESKİ ANKARA CAD.,Sancaktepe
Filiz Sk.,Bakırköy
İsmail Erez Bulvarı,Bakırköy
İncirli Cad.,Bakırköy
Terakki Cad.,Bakırköy
Ahmet Doğan Yılmaz Sk.,Bakırköy
İsmail Erez Bulvarı,Bakırköy
Çekekler Sk.,Şile
Liman Sk.,Şile
Spor Salonu,Şile
Plaj Yolu,Şile
Üsküdar Cad.,Şile
Cumhuriyet Cad.,Şile
Otogar Bağlantı Yolu,Bayrampaşa
Cebeci Cad.,Gaziosmanpaşa
Cebeci Cad.,Gaziosmanpaşa
Cebeci Cad.,Gaziosmanpaşa
2857. Sk.,Sultangazi
Alkan Sk.,Şile
Şile Yolu Cad.,Şile
Tersaneler Cad.,Tuzla
İç Yol,Tuzla
Tersaneler Cad.,Tuzla
Tersaneler Cad.,Tuzla
Vatan Cad.,Tuzla
Vatan Cad.,Tuzla
30 Ağustos Cad.,Tuzla
Yeniyurt Sk.,Tuzla
Halkalı İstasyon Cad.,Küçükçekmece
GÜLTEPE,Küçükçekmece
GÖL EVLERİ,Küçükçekmece
TOKİ KONUTLARI,Küçükçekmece
Ağlayankaya Cad.,Şile
Ağlayankaya Cad.,Şile
Ermiş Sk.,Şile
Eski Kabakoz Cad.,Şile
23 Nisan Cad.,Şile
Aydınlı Yolu Cad.,Tuzla
1167/2. Sk.,Gaziosmanpaşa
Ömer Seyfettin Sk.,Bayrampaşa
İsmet Paşa Cad.,Bayrampaşa
125.Yıl Cad.,Silivri
Sait Girgin Cad.,Silivri
Sait Girgin Cad.,Silivri
Agah Efendi Sk.,Bakırköy
Pelinli Sk.,Bakırköy
Olgunlar Sk.,Bakırköy
Zuhuratbaba Cad.,Bakırköy
İncirli Cad.,Bakırköy
İncirli Cad.,Bakırköy
İncirli Cad.,Bakırköy
Sulhi Garan Cad.,Güngören
Göksel Sk.,Güngören
Yılmaz Sk.,Güngören
Nadide Cad.,Güngören
İsmail Erez Bulvarı,Bakırköy
Çobançeşme Koşuyolu Bulvarı,Bakırköy
D-100 YanYol,Bakırköy
Şair Ahmet Kutsi Tecer Cad.,Güngören
Şair Ahmet Kutsi Tecer Cad.,Güngören
Şair Ahmet Kutsi Tecer Cad.,Güngören
Şair Ahmet Kutsi Tecer Cad.,Güngören
Poyrazlı Sk.,Güngören
Nar Sk.,Güngören
Cevat Açıkalın Cad.,Güngören
Cevat Açıkalın Cad.,Güngören
DAVUTPAŞA CADDESİ,Zeytinburnu
Cevat Açıkalın Cad.,Güngören
İncirli Cad.,Bakırköy
İncirli Cad.,Bakırköy
Çobançeşme Koşuyolu Bulvarı,Bakırköy
Mehmet Akif Ersoy Cad.,Güngören
General Ali Rıza Gürcan Cad.,Güngören
Nadide Cad.,Güngören
Göksel Sk.,Güngören
Naci Kasım Sk.,Bahçelievler
İzzettin Çalışlar Cad.,Bahçelievler
MEHDİYYE CAMİİ,Bahçelievler
Bağcılar Cad.,Bahçelievler
Adnan Kahveci Bulvarı,Bahçelievler
Adnan Kahveci Bulvarı,Bahçelievler
Fetih Cad.,Bahçelievler
Mehmet Akif Ersoy Cad.,Bahçelievler
Topkapı Cad.,Zeytinburnu
Abdi İpekçi Cad.,Bayrampaşa
Abdi İpekçi Cad.,Bayrampaşa
Tozkoparan Sk.,Esenler
GOP HASTANESİ,Gaziosmanpaşa
Kenar Cad.,Bayrampaşa
Şehir Parkı Cad.,Bayrampaşa
Edirnekapı Rami Cad.,Eyüpsultan
İlkkurşun Cad.,Ümraniye
Endülüs Sk.,Silivri
İnönü Cad.,Silivri
İnönü Cad.,Silivri
D-100 Karayolu,Silivri
Başöğretmen Cad.,Silivri
Misafirperver Sk.,Silivri
Elit Sk.,Silivri
Şener Sk.,Silivri
Kamelya Cad.,Silivri
Muhsin Yazıcıoğlu Sk.,Silivri
Nebile Toktaş Sk.,Silivri
Varnalı Cad.,Silivri
Başkomutan Cad.,Silivri
Başkomutan Cad.,Silivri
ÇERKEZKÖY CAD.,Silivri
ANADOLU CAD.,Silivri
ÇETİN EMEÇ CAD.,Silivri
İNÖNÜ CAD.,Silivri
PROF. MUAMMER AKSOY CAD.,Silivri
AKŞEMSEDDİN CAD.,Silivri
Başkomutan Cad.,Silivri
Başkomutan Cad.,Silivri
Başkomutan Cad.,Silivri
Başkomutan Cad.,Silivri
Murteza Yönet Sk.,Silivri
Hasan Tüfekçioğlu Sk.,Silivri
General Ali İhsan Türkkan Cad.,Silivri
Efrahim Öztürk Sk.,Silivri
Efrahim Öztürk Sk.,Silivri
Doktor Sadık Ahmet Cad.,Silivri
Müjdat Gürsu Cad.,Silivri
Müjdat Gürsu Cad.,Silivri
Müjdat Gürsu Cad.,Silivri
Müjdat Gürsu Cad.,Silivri
Müjdat Gürsu Cad.,Silivri
Müjdat Gürsu Cad.,Silivri
Müjdat Gürsu Cad.,Silivri
1 Kasım Cad.,Silivri
1 Kasım Cad.,Silivri
125.Yıl Cad.,Silivri
İBB Kartal Ek Hizmet,Kartal
Maltepe Sahil,Maltepe
Abdulhamit Han Cad.,Eyüpsultan
İstanbul Cad.,Eyüpsultan
KAVAKLI CAD.,Silivri
HALASKARGAZİ CAD.,Silivri
HARAÇÇI-HADIMKÖY YOLU,Arnavutköy
HARAÇÇI-HADIMKÖY YOLU,Arnavutköy
ESKİ EDİRNE CAD.,Arnavutköy
TAKAYDIN-YASSIÖREN CAD.,Arnavutköy
SEYİT ONBAŞI CAD.,Arnavutköy
MÜJDAT SK.,Arnavutköy
Ayfer Sokak,Ümraniye
Ümraniye Merkez Cami yanı-Gülşen Sok. Girişi,Ümraniye
Abdülhamit Camii Önü,Kağıthane
NURTAÇ CADDESİ,Kağıthane
Sarıyer Kaymakamlığı,Sarıyer
POLİGON MAH,Sarıyer
Karaman Sok.,Kadıköy
Harmandere-Reyhan Cad.ile Site Sok. Kesişimi Minibüs Depolama Alanı,Pendik
Spor Tesisleri Karşısı,Maltepe
Maltepe Üniversitesi,Maltepe
mahmutbey,Bahçelievler
Mahmutbey,Bahçelievler
Mahmutbey,Bahçelievler
Maltepe İDO İskelesi Karşısı Ana depolama Alanı,Maltepe
Kiptaş,Maltepe
Candan S.,Maltepe
Akşemsettin C.,Maltepe
NİŞANTEPE,Çekmeköy
ÖZYEĞİN ÜNİVERSİTESİ,Çekmeköy
İSMAİL DÜMBÜLLÜ TOPLU TAŞIMA PERONLARI,Üsküdar
Emin Nihat Sözeri Caddesi,Bayrampaşa
ÇATALCA DEVLET HASTANESİ,Çatalca
YUNUS EMRE MAHALLESİ,Sultangazi
Halk Cad.,Ataşehir
DEPREM KONUTLARI,Başakşehir
MEHMET AKİF ERSOY HASTANESİ,Küçükçekmece
MEHMET AKİF ERSOY HASTANESİ,Küçükçekmece
KÜÇÜKÇEKMECE BELEDİYE,Küçükçekmece
YEŞİLYURT,Bakırköy
GENÇLER,Bakırköy
PARK,Bakırköy
CAMİ,Bakırköy
ADNAN KAHVECİ BULVARI,Bakırköy
BADEMLİ,Bakırköy
YEŞİLKÖY,Bakırköy
BEŞYOL,Küçükçekmece
BAĞLAR CADDESİ,Gaziosmanpaşa
BAĞLAR CADDESİ,Gaziosmanpaşa
GAZİ ESENTEPE,Sultangazi
GAZİ ESENTEPE,Sultangazi
GAZİ İÖO,Sultangazi
GAZİ İÖO,Sultangazi
ADEM YAVUZ,Sultangazi
BAHAR,Sultangazi
GAZİ MAHALLESİ,Sultangazi
FEVZİ ÇAKMAK,Sultangazi
SU KEMERİ,Sultangazi
SPOR TESİSİ,Gaziosmanpaşa
SPOR TESİSİ,Gaziosmanpaşa
HEKİMSUYU CADDESİ,Gaziosmanpaşa
GAZİ YAŞARGİL İÖO,Gaziosmanpaşa
GAZİ YAŞARGİL İÖO,Gaziosmanpaşa
B.HAYRETTİNPAŞA MH.,Bayrampaşa
B.HAYRETTİNPAŞA MH.,Gaziosmanpaşa
TAŞKÖPRÜ,Gaziosmanpaşa
500 EVLER,Gaziosmanpaşa
500 EVLER,Bayrampaşa
MESKENLER,Sultangazi
HAMZA YERLİKAYA,Sultangazi
YAVUZ CADDESİ,Kartal
CUMHURİYET CADDESİ,Kartal
ŞHT.ÜSTĞM.GÖKHAN YVZ,Kartal
ELMAS SOKAK,Kartal
MEHMET AKİF,Maltepe
MEHMET AKİF,Maltepe
KARTAL STADI,Kartal
VADİ SOKAK,Ümraniye
ŞEKERPINAR SAPAĞI,Tuzla
ENGELLİLER EĞT.MRKZ.,Ümraniye
TUZLA SPOR,Tuzla
İMES E KAPISI,Ümraniye
ZÜBEYDE HNM.ÖĞRT.EVİ,Ataşehir
ZÜBEYDE HNM.ÖĞRT.EVİ,Ataşehir
NARLI DERE CADDESİ,Maltepe
GİRNE MAHALLESİ,Maltepe
KARDELEN,Çekmeköy
YAKACIK LİSESİ,Kartal
YAKACIK LİSESİ,Kartal
YAKACIK LİSESİ,Kartal
ÜÇYOL,Kartal
ÜÇYOL,Kartal
ESENŞEHİR SAPAĞI,Ümraniye
ESENŞEHİR SAPAĞI,Ümraniye
KURTULUŞ CADDESİ,Ümraniye
1.ESENŞEHİR,Ümraniye
TELETAŞ TESİSLERİ,Ümraniye
ESENŞEHİR MAHALLESİ,Ümraniye
HAVA EVLERİ,Kartal
KÜLTÜR MERKEZİ,Kartal
YUNUS,Kartal
VETERİNER ARAŞTIRMA,Kartal
PENDİK LİSESİ,Pendik
PALMİYE,Pendik
PERŞEMBE PAZARI,Sultanbeyli
FATİH MAHALLESİ,Sultanbeyli
FATİH MAH.,Sultanbeyli
KIBLE SOKAK,Ümraniye
TERSANELER CADDESİ,Pendik
BEŞYOL,Sultanbeyli
VİAPORT İŞ MERKEZİ,Pendik
VİAPORT İŞ MERKEZİ,Pendik
HACIOĞLU SOKAK,Tuzla
İSTASYON YOLU,Tuzla
TUZLA İSTASYONU,Tuzla
HİLMİ SONAY İÖO,Tuzla
İÇMELER MERKEZ,Tuzla
PEYAMİ SAFA İÖO,Tuzla
PEYAMİ SAFA İÖO,Tuzla
MEZBAHA,Tuzla
MEZBAHA,Tuzla
YILDIZ CAMİ,Tuzla
ÖĞRENCİ YURDU,Tuzla
AYDINLI MUHTARLIK,Tuzla
TEPE MAHALLESİ,Tuzla
TEPE MAHALLESİ,Tuzla
ÇAKIRAĞA,Tuzla
YDK.PARÇACILAR SİTE,Tuzla
YDK.PARÇACILAR SİTE,Tuzla
KONAŞLI MERKEZ,Tuzla
ATLAS SOKAK,Ataşehir
SELVİ SOKAK,Ataşehir
KELEBEK SOKAK,Ataşehir
Ç.BAŞI CUMHURİYET CD,Beykoz
KONAK,Beykoz
YEŞİLBAHÇE,Beykoz
ŞİŞE CAM FAB.,Beykoz
KÖYÖNÜ CAD.,Beykoz
M.AKİF ERSOY CAD.,Beykoz
SOĞUKSU MAH.,Beykoz
ŞEHİT EROL,Beykoz
HANÇER SOK.,Beykoz
KÖŞK,Beykoz
BEYKOZ FİDANLIK,Beykoz
ELMALI CADDESİ,Beykoz
ELMALI CADDESİ,Beykoz
ÇİFTLİK,Beykoz
ELMALI KAVŞAĞI,Beykoz
SPOR TESİSLERİ,Beykoz
KÖYBAŞI,Beykoz
GÜLBAHÇE,Beykoz
YAVUZ CAD.,Beykoz
DARÜLACEZE,Şişli
PERPA 2,Kağıthane
OKMEYDANI EĞT.HAST1,Şişli
OKMEYDANI EĞT.HAST3,Şişli
ÇİFTECEVİZLER,Şişli
ÇİFTECEVİZLER,Şişli
İSKİ,Sarıyer
BAKKAL,Sarıyer
MATBAACILAR SİTESİ,Zeytinburnu
SPOR KOMPLEKSİ,Bayrampaşa
BOZKURT,Zeytinburnu
BOZKURT,Zeytinburnu
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
BOLLUCA MERKEZ,Arnavutköy
DEREBOYU,Arnavutköy
ABDULLAH GÜL CAD.,Arnavutköy
BOLLUCA BOĞAZKÖY YOL,Arnavutköy
BOLLUCA MERMER FAB.,Arnavutköy
İMRAHOR MEZARLIK,Arnavutköy
KAYABAŞI YOLU,Arnavutköy
İMRAHOR ATATÜRK CAD.,Arnavutköy
BOĞAZKÖY KÖYİÇİ,Arnavutköy
SABRİ AKIN İÖO,Arnavutköy
FENER TEPE,Arnavutköy
BALCILAR,Arnavutköy
ORMAN İŞLETMESİ,Arnavutköy
İMRAHOR,Arnavutköy
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Gaziosmanpaşa
Minibüs Durağı,Gaziosmanpaşa
Minibüs Durağı,Gaziosmanpaşa
Minibüs Durağı,Gaziosmanpaşa
Minibüs Durağı,Gaziosmanpaşa
Minibüs Durağı,Gaziosmanpaşa
Minibüs Durağı,Gaziosmanpaşa
Minibüs Durağı,Gaziosmanpaşa
Minibüs Durağı,Eyüpsultan
Minibüs Durağı,Bağcılar
Minibüs Durağı,Bağcılar
Minibüs Durağı,Bağcılar
Minibüs Durağı,Bağcılar
Minibüs Durağı,Bağcılar
Minibüs Durağı,Bağcılar
Minibüs Durağı,Bağcılar
Minibüs Durağı,Bağcılar
Minibüs Durağı,Bağcılar
Minibüs Durağı,Esenler
Minibüs Durağı,Eyüpsultan
Minibüs Durağı,Eyüpsultan
Minibüs Durağı,Gaziosmanpaşa
Minibüs Durağı,Beşiktaş
Minibüs Durağı,Şişli
Minibüs Durağı,Şişli
Minibüs Durağı,Şişli
Minibüs Durağı,Şişli
Minibüs Durağı,Şişli
Minibüs Durağı,Şişli
Minibüs Durağı,Şişli
Minibüs Durağı,Şişli
Minibüs Durağı,Şişli
Minibüs Durağı,Kağıthane
Minibüs Durağı,Kağıthane
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Zeytinburnu
Minibüs Durağı,Zeytinburnu
Minibüs Durağı,Zeytinburnu
Minibüs Durağı,Eyüpsultan
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Gaziosmanpaşa
Minibüs Durağı,Gaziosmanpaşa
Minibüs Durağı,Gaziosmanpaşa
Minibüs Durağı,Gaziosmanpaşa
Minibüs Durağı,Beyoğlu
Minibüs Durağı,Beyoğlu
Minibüs Durağı,Bakırköy
Minibüs Durağı,Bakırköy
Minibüs Durağı,Bakırköy
Minibüs Durağı,Bakırköy
Minibüs Durağı,Bakırköy
Minibüs Durağı,Bakırköy
Minibüs Durağı,Bakırköy
Minibüs Durağı,Bakırköy
Minibüs Durağı,Bakırköy
Minibüs Durağı,Bakırköy
Minibüs Durağı,Bakırköy
Minibüs Durağı,Bakırköy
Minibüs Durağı,Bakırköy
Minibüs Durağı,Kağıthane
Minibüs Durağı,Beyoğlu
Minibüs Durağı,Kağıthane
Minibüs Durağı,Kağıthane
Minibüs Durağı,Kağıthane
Minibüs Durağı,Kağıthane
Minibüs Durağı,Şişli
Minibüs Durağı,Şişli
Minibüs Durağı,Şişli
Minibüs Durağı,Şişli
Minibüs Durağı,Kadıköy
Minibüs Durağı,Kadıköy
Minibüs Durağı,Kadıköy
Minibüs Durağı,Kadıköy
Minibüs Durağı,Kadıköy
Minibüs Durağı,Kadıköy
Minibüs Durağı,Kadıköy
Minibüs Durağı,Üsküdar
Minibüs Durağı,Kadıköy
Minibüs Durağı,Kadıköy
Minibüs Durağı,Kadıköy
Minibüs Durağı,Avcılar
Minibüs Durağı,Arnavutköy
Minibüs Durağı,Çatalca
Minibüs Durağı,Çatalca
Minibüs Durağı,Esenyurt
Minibüs Durağı,Esenyurt
Minibüs Durağı,Büyükçekmece
Minibüs Durağı,Büyükçekmece
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Esenyurt
Minibüs Durağı,Esenyurt
Minibüs Durağı,Esenyurt
Minibüs Durağı,Esenyurt
Minibüs Durağı,Başakşehir
Minibüs Durağı,Arnavutköy
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Başakşehir
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Küçükçekmece
Minibüs Durağı,Küçükçekmece
Minibüs Durağı,Küçükçekmece
HİLAL PARK,Kağıthane
HİLAL PARK,Kağıthane
ULUS CAD.,Sancaktepe
DARÜLACEZE ÖNÜ,Ataşehir
C.YARDIMCI İÖO,Ataşehir
C.YARDIMCI İÖO,Ataşehir
Y.BEYAZIT CAMİİ,Pendik
İSMEK,Ataşehir
İSMEK,Ataşehir
MOLLA GÜRANİ CAMİ,Pendik
FAHRİ KORUTÜRK CAD.,Kartal
KARAYEL SOKAK,Kartal
TOPÇAMLAR SOKAK,Kartal
KARTAL SU DEPOSU,Kartal
ŞANTİYE ŞEFLİĞİ,Eyüpsultan
REFHAN TÜMER LİSESİ,Eyüpsultan
ALİBEYKÖY İTFAİYE,Eyüpsultan
TUNA CADDESİ,Bayrampaşa
ALİBEYKÖY STADI,Eyüpsultan
MALİYE BLOKLARI,Eyüpsultan
K.HANE KÜLTÜR MERKEZ,Kağıthane
K.HANE KÜLTÜR MERKEZ,Kağıthane
SEFA KÖPRÜSÜ,Gaziosmanpaşa
SARIGÖL,Gaziosmanpaşa
SARIGÖL,Eyüpsultan
CAMİİ KEBİR,Beyoğlu
MİMAR SİNAN CAMİİ,Gaziosmanpaşa
MİMAR SİNAN CAMİİ,Eyüpsultan
MEYDAN CAMİİ,Gaziosmanpaşa
FATİH SULTAN CAMİİ,Sultangazi
KÜÇÜKKÖY İ.H.L.,Gaziosmanpaşa
ABDİ İPEKÇİ CAD.,Gaziosmanpaşa
ABDİ İPEKÇİ CAD.,Gaziosmanpaşa
ABDİ İPEKÇİ CADDESİ,Gaziosmanpaşa
AVRUPA KONUTLARI,Gaziosmanpaşa
AVRUPA KONUTLARI,Gaziosmanpaşa
KARAYOLLARI MAH.,Gaziosmanpaşa
KARAYOLLARI MAH.,Gaziosmanpaşa
TOPKAPI ALT GEÇİT,Zeytinburnu
MERVE,Gaziosmanpaşa
TOPKAPI BAYRAMPAŞA,Zeytinburnu
TOPKAPI BAYRAMPAŞA,Zeytinburnu
KEÇESUYU,Gaziosmanpaşa
KÜÇÜKKÖY İSTANBUL CD,Gaziosmanpaşa
KÜÇÜKKÖY İSTANBUL CD,Gaziosmanpaşa
OTOYOLCULAR SİTESİ,Beşiktaş
PARK,Pendik
YEDPA,Ataşehir
YEDPA,Ataşehir
LALE SİTESİ,Pendik
SAĞLIK OCAĞI,Kartal
TEPE TARLA,Ataşehir
TEPE TARLA,Ataşehir
TEKKE SOKAK,Sultanbeyli
İSKİ TESİSLERİ,Sultanbeyli
Ş. HİKMET EFENDİ CAD,Sultanbeyli
Ş. HİKMET EFENDİ CAD,Sultanbeyli
KASEM SOKAK,Sultanbeyli
TRABZON CAD.,Sultanbeyli
ANTALYA CADDESİ,Sultanbeyli
A. İSKENDER K. KURSU,Sultanbeyli
KEMAH,Sultanbeyli
HV.UÇ.ER EĞT.KOM.LIĞ,Şile
ÇAYIRBAŞI KÖYÜ,Şile
HAFIZ İMAM SOKAK,Kadıköy
MESLEK EĞİTİM MERKEZ,Sultanbeyli
ŞİLE YOLU,Ümraniye
SAMANDIRA,Sancaktepe
OSMANGAZİ CAMİ,Sancaktepe
ÇİÇEKÇİLER,Sancaktepe
N.AHMET HASOĞLU İÖO,Sancaktepe
GENÇOSMAN,Sancaktepe
GENÇOSMAN,Sancaktepe
ÇATALZEYTİN,Sancaktepe
ÇATALZEYTİN,Sancaktepe
BARAJYOLU,Sancaktepe
BARAJ YOLU,Sancaktepe
ORHANGAZİ,Sultanbeyli
TEPEÜSTÜ,Sancaktepe
FIRIN,Sancaktepe
ÇEŞME,Ataşehir
SPASTİK ÇOCUKLAR VAK,Ataşehir
SPASTİK ÇOCUKLAR VAK,Ataşehir
AYDINLAR SİTESİ,Kartal
AYDINLAR SİTESİ,Kartal
MESCİD,Kartal
GÜZELTEPE İÖO.,Eyüpsultan
GÜZELTEPE MEYDANI,Eyüpsultan
BAŞAK SANAYİ SİTESİ,Gaziosmanpaşa
VARDAR BULVARI,Eyüpsultan
ŞENBAĞ,Eyüpsultan
SABANCI ÜNİVERSİTESİ,Tuzla
SABANCI ÜNİVERSİTESİ,Tuzla
ESENTEPE,Tuzla
ESENTEPE,Tuzla
ÇİÇEKÇİLER,Tuzla
BAHÇELER,Tuzla
KALEKAPI,Tuzla
TUZLA LİSESİ,Tuzla
TUZLA LİSESİ,Tuzla
ADLİYE,Tuzla
SEVENLER CADDESİ,Sancaktepe
SEVENLER CADDESİ,Sancaktepe
STAD SOKAK,Sancaktepe
HUZUREVİ,Maltepe
KARTAL KÖPRÜSÜ,Kartal
İÇMELER KÖPRÜSÜ,Tuzla
KOCA YUSUF İÖO,Bağcılar
HASTANE,Bahçelievler
İTFAİYE OKULU,Bahçelievler
PAZAR YOLU,Bahçelievler
BİZİMKÖY,Silivri
MURAT ÇEŞME,Silivri
BÖLGE TRAFİK,Silivri
GÜZELCE YENİ CAMİ,Büyükçekmece
TATİL CADDESİ,Arnavutköy
PİKNİK ALANI-3,Arnavutköy
KOZALAK SOKAK,Sultanbeyli
GARANTİ SİTESİ,Pendik
BİRKENT SİTESİ,Pendik
RUMELİKAVAĞI,Sarıyer
KÖŞEBAŞI,Sarıyer
GÜLYALI,Büyükçekmece
KADİR HAS ÜNV.,Silivri
EŞREF BİTLİS CAD,Esenler
AKINCILAR MAH,Güngören
TURGUT ÖZAL BULVARI,Başakşehir
İMAR BLOKLARI,Eyüpsultan
EDİRNEKAPI,Fatih
YUSUF EFENDİ ÇİFTLİK SOKAK,Eyüpsultan
Bilinmeyen,Eyüpsultan
Bilinmeyen,Ümraniye
Bilinmeyen,Silivri
BEKİRLİ,Silivri
Bilinmeyen,Ümraniye
Bilinmeyen,Çekmeköy
Zeytinburnu Mesleki ve Teknik Anadolu,Zeytinburnu
Bilinmeyen,Silivri
Şemsipaşa,Üsküdar
OVACIK,Şile
ÖRCÜNLÜ,Şile
TEKKE MERKEZ,Şile
TEKKE MERKEZ,Şile
DEMİRCİLİ,Şile
HASANLI,Şile
SARIKAVAK,Şile
AHMETLİ,Şile
Yeni Şile Devlet Hastanesi,Şile
V. TOPÇU FEN LİSESİ,Şile
IŞIK ÜNV. KAMPÜSÜ,Şile
V. TOPÇU FEN LİSESİ,Şile
KIZILCAKÖY SAPAĞI,Şile
KIZILCAKÖY SAPAĞI,Şile
SOFULAR SAPAĞI,Şile
SOFULAR KÖYÜ,Şile
SADIKLI,Şile
ALACALI KÖY SAP.,Şile
ALACALI KÖY İÇİ,Şile
Yunus Emre Bulvarı,Sultangazi
Yedikule,Fatih
Topkapı,Zeytinburnu
KUM FABRİKASI,Şile
KARAKİRAZ KÖYİÇİ,Şile
IŞIK ÜNV. KAMPÜSÜ,Şile
Değirmenköy (Haliç Sokak),Silivri
V. TOPÇU FEN LİSESİ,Şile
Bilinmeyen,Ümraniye
Bilinmeyen,Ümraniye
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Bahçelievler
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Güngören
Minibüs Durağı,Esenler
Minibüs Durağı,Esenler
Minibüs Durağı,Esenler
Minibüs Durağı,Esenler
Minibüs Durağı,Esenler
Minibüs Durağı,Esenler
Minibüs Durağı,Esenler
Minibüs Durağı,Esenler
Minibüs Durağı,Esenler
Minibüs Durağı,Esenler
Minibüs Durağı,Esenler
Minibüs Durağı,Esenler
Minibüs Durağı,Esenler
Minibüs Durağı,Esenler
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Zeytinburnu
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Zeytinburnu
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Bayrampaşa
Minibüs Durağı,Gaziosmanpaşa
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Zeytinburnu
Minibüs Durağı,Zeytinburnu
Minibüs Durağı,Zeytinburnu
Minibüs Durağı,Zeytinburnu
Minibüs Durağı,Fatih
Minibüs Durağı,Zeytinburnu
Minibüs Durağı,Zeytinburnu
Minibüs Durağı,Zeytinburnu
Minibüs Durağı,Zeytinburnu
Minibüs Durağı,Zeytinburnu
Minibüs Durağı,Eyüpsultan
Minibüs Durağı,Eyüpsultan
Minibüs Durağı,Eyüpsultan
Minibüs Durağı,Eyüpsultan
Menekşe Sokak,Sarıyer
Paşalimanı,Üsküdar
Deliklikaya Hadımköy Kiptaş,Arnavutköy
Hızırefendi Cad.,Gaziosmanpaşa
Büyükşehir Cad.,Beylikdüzü
SUATLAR,Arnavutköy
Başakşehir Çam ve Sakura Hastanesi,Başakşehir
KULELİ,Bahçelievler
Şirinevler,Bahçelievler
ÜMRANİYE,Ümraniye
Tabya,Bağcılar
ZÜBEYDE HANIM,Sultangazi
2336.SOKAK,Sultangazi
